Name,ClassA,ClassB,ClassC,ClassD,ColorA,ColorB,PositionX,PositionY
00000065.png,0,1,1,1,0.0784313725490196,0.8117647058823529,0.640625,0.609375
00000066.png,1,0,1,1,0.7019607843137254,0.0784313725490196,0.421875,0.765625
00000067.png,0,0,1,1,0.42745098039215684,0.3686274509803922,0.796875,0.734375
00000068.png,1,1,0,1,0.8470588235294118,0.6313725490196078,0.296875,0.71875
00000069.png,0,1,0,1,0.10588235294117647,0.5686274509803921,0.375,0.671875
00000070.png,1,0,0,1,0.5058823529411764,0.2901960784313726,0.125,0.5
00000071.png,0,0,0,1,0.4666666666666667,0.011764705882352941,0.25,0.4375
00000072.png,1,1,1,0,0.7725490196078432,0.8941176470588236,0.5,0.046875
00000073.png,0,1,1,0,0.16470588235294117,0.7254901960784313,0.734375,0.28125
00000074.png,1,0,1,0,0.9725490196078431,0.19215686274509805,0.796875,0.3125
00000075.png,0,0,1,0,0.03529411764705882,0.10588235294117647,0.53125,0.203125
00000076.png,1,1,0,0,0.7568627450980392,0.7647058823529411,0.015625,0.265625
00000077.png,0,1,0,0,0.35294117647058826,0.5607843137254902,0.0,0.234375
00000078.png,1,0,0,0,0.9803921568627451,0.058823529411764705,0.21875,0.125
00000079.png,0,0,0,0,0.0784313725490196,0.09019607843137255,0.0,0.203125
00000080.png,1,1,1,1,0.8666666666666667,0.8470588235294118,0.671875,0.46875
00000081.png,0,1,1,1,0.0,0.9098039215686274,0.59375,0.75
00000082.png,1,0,1,1,0.796078431372549,0.1843137254901961,0.5625,0.5625
00000083.png,0,0,1,1,0.24313725490196078,0.2196078431372549,0.5625,0.6875
00000084.png,1,1,0,1,0.6352941176470588,0.8784313725490196,0.0,0.421875
00000085.png,0,1,0,1,0.1607843137254902,0.5843137254901961,0.015625,0.59375
00000086.png,1,0,0,1,0.5019607843137255,0.16862745098039217,0.234375,0.4375
00000087.png,0,0,0,1,0.4627450980392157,0.07450980392156863,0.21875,0.75
00000088.png,1,1,1,0,0.5607843137254902,0.8784313725490196,0.71875,0.171875
00000089.png,0,1,1,0,0.20784313725490197,0.7098039215686275,0.796875,0.25
00000090.png,1,0,1,0,0.6392156862745098,0.403921568627451,0.5,0.140625
00000091.png,0,0,1,0,0.023529411764705882,0.3333333333333333,0.640625,0.0625
00000092.png,1,1,0,0,0.6549019607843137,0.9921568627450981,0.0,0.140625
00000093.png,0,1,0,0,0.16862745098039217,0.6666666666666666,0.296875,0.28125
00000094.png,1,0,0,0,0.5882352941176471,0.1411764705882353,0.03125,0.03125
00000095.png,0,0,0,0,0.00784313725490196,0.24705882352941178,0.296875,0.296875
00000096.png,1,1,1,1,0.6862745098039216,0.8745098039215686,0.625,0.4375
00000097.png,0,1,1,1,0.1450980392156863,0.9058823529411765,0.703125,0.546875
00000098.png,1,0,1,1,0.6470588235294118,0.19215686274509805,0.78125,0.484375
00000099.png,0,0,1,1,0.23137254901960785,0.25098039215686274,0.640625,0.734375
00000100.png,1,1,0,1,0.5411764705882353,0.5843137254901961,0.25,0.421875
00000101.png,0,1,0,1,0.30980392156862746,0.9568627450980393,0.375,0.671875
00000102.png,1,0,0,1,0.9647058823529412,0.2196078431372549,0.28125,0.765625
00000103.png,0,0,0,1,0.3254901960784314,0.4117647058823529,0.203125,0.53125
00000104.png,1,1,1,0,0.8431372549019608,0.6627450980392157,0.53125,0.203125
00000105.png,0,1,1,0,0.20392156862745098,0.5058823529411764,0.484375,0.21875
00000106.png,1,0,1,0,0.8117647058823529,0.10980392156862745,0.5625,0.046875
00000107.png,0,0,1,0,0.0392156862745098,0.09803921568627451,0.703125,0.015625
00000108.png,1,1,0,0,0.8,0.7843137254901961,0.359375,0.25
00000109.png,0,1,0,0,0.3686274509803922,0.6352941176470588,0.0625,0.28125
00000110.png,1,0,0,0,0.7764705882352941,0.29411764705882354,0.328125,0.0625
00000111.png,0,0,0,0,0.4196078431372549,0.12941176470588237,0.125,0.328125
00000112.png,1,1,1,1,0.7372549019607844,0.5215686274509804,0.65625,0.671875
00000113.png,0,1,1,1,0.29411764705882354,0.5529411764705883,0.625,0.6875
00000114.png,1,0,1,1,0.792156862745098,0.1450980392156863,0.625,0.46875
00000115.png,0,0,1,1,0.34509803921568627,0.050980392156862744,0.5,0.625
00000116.png,1,1,0,1,0.7686274509803922,0.6941176470588235,0.109375,0.6875
00000117.png,0,1,0,1,0.37254901960784315,0.6862745098039216,0.34375,0.453125
00000118.png,1,0,0,1,0.8941176470588236,0.25882352941176473,0.0625,0.546875
00000119.png,0,0,0,1,0.3254901960784314,0.3215686274509804,0.1875,0.75
00000120.png,1,1,1,0,0.7098039215686275,0.6509803921568628,0.734375,0.046875
00000121.png,0,1,1,0,0.2627450980392157,0.611764705882353,0.671875,0.25
00000122.png,1,0,1,0,0.6274509803921569,0.03529411764705882,0.734375,0.09375
00000123.png,0,0,1,0,0.36470588235294116,0.3254901960784314,0.78125,0.15625
00000124.png,1,1,0,0,0.8470588235294118,0.6078431372549019,0.09375,0.25
00000125.png,0,1,0,0,0.0784313725490196,0.8509803921568627,0.375,0.390625
00000126.png,1,0,0,0,0.6666666666666666,0.47058823529411764,0.03125,0.359375
00000127.png,0,0,0,0,0.36470588235294116,0.047058823529411764,0.375,0.34375
00000128.png,1,1,1,1,0.6784313725490196,0.9372549019607843,0.6875,0.5625
00000129.png,0,1,1,1,0.20784313725490197,0.5294117647058824,0.484375,0.484375
00000130.png,1,0,1,1,0.8705882352941177,0.21568627450980393,0.609375,0.484375
00000131.png,0,0,1,1,0.1568627450980392,0.4117647058823529,0.640625,0.46875
00000132.png,1,1,0,1,0.611764705882353,0.9647058823529412,0.359375,0.546875
00000133.png,0,1,0,1,0.10588235294117647,0.7568627450980392,0.25,0.546875
00000134.png,1,0,0,1,0.7176470588235294,0.49411764705882355,0.125,0.515625
00000135.png,0,0,0,1,0.17647058823529413,0.027450980392156862,0.265625,0.796875
00000136.png,1,1,1,0,0.5725490196078431,0.7176470588235294,0.6875,0.046875
00000137.png,0,1,1,0,0.35294117647058826,0.7019607843137254,0.546875,0.171875
00000138.png,1,0,1,0,0.5137254901960784,0.12156862745098039,0.71875,0.203125
00000139.png,0,0,1,0,0.07450980392156863,0.09803921568627451,0.625,0.390625
00000140.png,1,1,0,0,0.8901960784313725,0.9058823529411765,0.109375,0.140625
00000141.png,0,1,0,0,0.047058823529411764,0.7333333333333333,0.375,0.25
00000142.png,1,0,0,0,0.9019607843137255,0.42745098039215684,0.21875,0.3125
00000143.png,0,0,0,0,0.34509803921568627,0.3411764705882353,0.234375,0.1875
00000144.png,1,1,1,1,0.7686274509803922,0.5450980392156862,0.640625,0.5
00000145.png,0,1,1,1,0.34509803921568627,0.6313725490196078,0.65625,0.5625
00000146.png,1,0,1,1,0.9215686274509803,0.42745098039215684,0.421875,0.671875
00000147.png,0,0,1,1,0.20784313725490197,0.19215686274509805,0.546875,0.578125
00000148.png,1,1,0,1,0.9372549019607843,0.5294117647058824,0.140625,0.703125
00000149.png,0,1,0,1,0.0784313725490196,0.6470588235294118,0.375,0.734375
00000150.png,1,0,0,1,0.5254901960784314,0.4196078431372549,0.234375,0.78125
00000151.png,0,0,0,1,0.3058823529411765,0.12941176470588237,0.34375,0.453125
00000152.png,1,1,1,0,0.6039215686274509,0.6274509803921569,0.625,0.125
00000153.png,0,1,1,0,0.1803921568627451,0.6862745098039216,0.4375,0.015625
00000154.png,1,0,1,0,0.7254901960784313,0.23529411764705882,0.609375,0.234375
00000155.png,0,0,1,0,0.30196078431372547,0.3215686274509804,0.75,0.015625
00000156.png,1,1,0,0,0.5215686274509804,0.9686274509803922,0.234375,0.0625
00000157.png,0,1,0,0,0.4745098039215686,0.6627450980392157,0.03125,0.078125
00000158.png,1,0,0,0,0.9450980392156862,0.4392156862745098,0.3125,0.203125
00000159.png,0,0,0,0,0.38823529411764707,0.20784313725490197,0.234375,0.265625
00000160.png,1,1,1,1,0.7176470588235294,0.996078431372549,0.671875,0.625
00000161.png,0,1,1,1,0.058823529411764705,0.8745098039215686,0.765625,0.609375
00000162.png,1,0,1,1,0.8392156862745098,0.4,0.40625,0.40625
00000163.png,0,0,1,1,0.2980392156862745,0.01568627450980392,0.703125,0.78125
00000164.png,1,1,0,1,0.9215686274509803,0.8509803921568627,0.078125,0.765625
00000165.png,0,1,0,1,0.2,0.615686274509804,0.078125,0.515625
00000166.png,1,0,0,1,0.615686274509804,0.10588235294117647,0.140625,0.640625
00000167.png,0,0,0,1,0.45098039215686275,0.32941176470588235,0.125,0.6875
00000168.png,1,1,1,0,0.8705882352941177,0.5254901960784314,0.703125,0.203125
00000169.png,0,1,1,0,0.4823529411764706,0.9568627450980393,0.5625,0.25
00000170.png,1,0,1,0,0.8862745098039215,0.43137254901960786,0.4375,0.390625
00000171.png,0,0,1,0,0.01568627450980392,0.10196078431372549,0.46875,0.25
00000172.png,1,1,0,0,0.9019607843137255,0.596078431372549,0.28125,0.03125
00000173.png,0,1,0,0,0.4627450980392157,0.7529411764705882,0.25,0.359375
00000174.png,1,0,0,0,0.8431372549019608,0.12549019607843137,0.359375,0.109375
00000175.png,0,0,0,0,0.4627450980392157,0.34901960784313724,0.0,0.03125
00000176.png,1,1,1,1,0.7607843137254902,0.9529411764705882,0.765625,0.71875
00000177.png,0,1,1,1,0.43137254901960786,0.5411764705882353,0.796875,0.640625
00000178.png,1,0,1,1,0.7686274509803922,0.25882352941176473,0.609375,0.71875
00000179.png,0,0,1,1,0.39215686274509803,0.4980392156862745,0.71875,0.625
00000180.png,1,1,0,1,0.5450980392156862,0.7176470588235294,0.140625,0.796875
00000181.png,0,1,0,1,0.4980392156862745,0.596078431372549,0.203125,0.75
00000182.png,1,0,0,1,0.6274509803921569,0.1843137254901961,0.328125,0.71875
00000183.png,0,0,0,1,0.07058823529411765,0.2901960784313726,0.109375,0.5
00000184.png,1,1,1,0,0.9686274509803922,0.8117647058823529,0.5625,0.1875
00000185.png,0,1,1,0,0.01568627450980392,0.9686274509803922,0.734375,0.296875
00000186.png,1,0,1,0,0.8431372549019608,0.0392156862745098,0.640625,0.09375
00000187.png,0,0,1,0,0.050980392156862744,0.10588235294117647,0.4375,0.375
00000188.png,1,1,0,0,0.9725490196078431,0.9176470588235294,0.375,0.03125
00000189.png,0,1,0,0,0.047058823529411764,0.5568627450980392,0.171875,0.0625
00000190.png,1,0,0,0,0.7294117647058823,0.4549019607843137,0.0625,0.03125
00000191.png,0,0,0,0,0.4549019607843137,0.47058823529411764,0.09375,0.390625
00000192.png,1,1,1,1,0.9294117647058824,0.8980392156862745,0.734375,0.484375
00000193.png,0,1,1,1,0.30196078431372547,0.8431372549019608,0.578125,0.671875
00000194.png,1,0,1,1,0.9882352941176471,0.4,0.578125,0.671875
00000195.png,0,0,1,1,0.1450980392156863,0.3058823529411765,0.65625,0.421875
00000196.png,1,1,0,1,0.796078431372549,0.6313725490196078,0.09375,0.46875
00000197.png,0,1,0,1,0.38823529411764707,0.6588235294117647,0.3125,0.46875
00000198.png,1,0,0,1,0.7058823529411765,0.37254901960784315,0.359375,0.78125
00000199.png,0,0,0,1,0.2784313725490196,0.11764705882352941,0.09375,0.53125
00000200.png,1,1,1,0,0.7372549019607844,0.8549019607843137,0.71875,0.21875
00000201.png,0,1,1,0,0.2235294117647059,0.5333333333333333,0.40625,0.15625
00000202.png,1,0,1,0,0.9803921568627451,0.33725490196078434,0.40625,0.296875
00000203.png,0,0,1,0,0.1411764705882353,0.2823529411764706,0.75,0.328125
00000204.png,1,1,0,0,0.9686274509803922,0.6784313725490196,0.25,0.234375
00000205.png,0,1,0,0,0.4,0.8705882352941177,0.328125,0.328125
00000206.png,1,0,0,0,0.9098039215686274,0.396078431372549,0.015625,0.0625
00000207.png,0,0,0,0,0.13725490196078433,0.23137254901960785,0.359375,0.15625
00000208.png,1,1,1,1,0.7411764705882353,0.9490196078431372,0.5625,0.59375
00000209.png,0,1,1,1,0.00392156862745098,0.5529411764705883,0.71875,0.46875
00000210.png,1,0,1,1,0.7725490196078432,0.0784313725490196,0.515625,0.5625
00000211.png,0,0,1,1,0.40784313725490196,0.49019607843137253,0.6875,0.515625
00000212.png,1,1,0,1,0.8588235294117647,0.5450980392156862,0.34375,0.640625
00000213.png,0,1,0,1,0.06666666666666667,0.5490196078431373,0.015625,0.703125
00000214.png,1,0,0,1,0.9490196078431372,0.45098039215686275,0.3125,0.4375
00000215.png,0,0,0,1,0.08235294117647059,0.3607843137254902,0.203125,0.78125
00000216.png,1,1,1,0,0.9450980392156862,0.7607843137254902,0.578125,0.234375
00000217.png,0,1,1,0,0.03529411764705882,0.7176470588235294,0.796875,0.15625
00000218.png,1,0,1,0,0.6980392156862745,0.43137254901960786,0.640625,0.359375
00000219.png,0,0,1,0,0.27450980392156865,0.20392156862745098,0.484375,0.125
00000220.png,1,1,0,0,0.7176470588235294,0.6980392156862745,0.265625,0.171875
00000221.png,0,1,0,0,0.09411764705882353,0.8352941176470589,0.171875,0.140625
00000222.png,1,0,0,0,1.0,0.37254901960784315,0.09375,0.34375
00000223.png,0,0,0,0,0.18823529411764706,0.26666666666666666,0.3125,0.078125
00000224.png,1,1,1,1,0.8313725490196079,0.6196078431372549,0.453125,0.703125
00000225.png,0,1,1,1,0.3137254901960784,0.6705882352941176,0.75,0.53125
00000226.png,1,0,1,1,0.7098039215686275,0.3176470588235294,0.6875,0.765625
00000227.png,0,0,1,1,0.43137254901960786,0.2235294117647059,0.453125,0.5
00000228.png,1,1,0,1,0.9764705882352941,0.5019607843137255,0.25,0.6875
00000229.png,0,1,0,1,0.1607843137254902,0.6941176470588235,0.015625,0.5625
00000230.png,1,0,0,1,0.7450980392156863,0.1568627450980392,0.28125,0.5625
00000231.png,0,0,0,1,0.023529411764705882,0.38823529411764707,0.125,0.40625
00000232.png,1,1,1,0,0.6509803921568628,0.7686274509803922,0.703125,0.359375
00000233.png,0,1,1,0,0.17254901960784313,0.8862745098039215,0.78125,0.21875
00000234.png,1,0,1,0,0.8784313725490196,0.4392156862745098,0.6875,0.203125
00000235.png,0,0,1,0,0.12156862745098039,0.35294117647058826,0.65625,0.3125
00000236.png,1,1,0,0,0.9921568627450981,0.7098039215686275,0.09375,0.171875
00000237.png,0,1,0,0,0.2235294117647059,0.6705882352941176,0.15625,0.21875
00000238.png,1,0,0,0,0.9019607843137255,0.12941176470588237,0.359375,0.15625
00000239.png,0,0,0,0,0.3686274509803922,0.050980392156862744,0.078125,0.296875
00000240.png,1,1,1,1,0.996078431372549,0.611764705882353,0.546875,0.5625
00000241.png,0,1,1,1,0.4823529411764706,0.8980392156862745,0.78125,0.796875
00000242.png,1,0,1,1,0.6352941176470588,0.054901960784313725,0.40625,0.59375
00000243.png,0,0,1,1,0.10980392156862745,0.027450980392156862,0.46875,0.65625
00000244.png,1,1,0,1,0.8941176470588236,0.5176470588235295,0.265625,0.5625
00000245.png,0,1,0,1,0.08627450980392157,0.9568627450980393,0.296875,0.46875
00000246.png,1,0,0,1,1.0,0.47058823529411764,0.140625,0.40625
00000247.png,0,0,0,1,0.19607843137254902,0.3686274509803922,0.125,0.546875
00000248.png,1,1,1,0,0.9647058823529412,0.8352941176470589,0.59375,0.09375
00000249.png,0,1,1,0,0.3215686274509804,0.6392156862745098,0.515625,0.265625
00000250.png,1,0,1,0,0.5607843137254902,0.39215686274509803,0.71875,0.171875
00000251.png,0,0,1,0,0.3333333333333333,0.2,0.78125,0.3125
00000252.png,1,1,0,0,0.7647058823529411,0.9098039215686274,0.140625,0.234375
00000253.png,0,1,0,0,0.3215686274509804,0.6235294117647059,0.109375,0.046875
00000254.png,1,0,0,0,0.5215686274509804,0.25882352941176473,0.328125,0.203125
00000255.png,0,0,0,0,0.3764705882352941,0.4745098039215686,0.390625,0.3125
00000256.png,1,1,1,1,0.7215686274509804,0.8470588235294118,0.53125,0.734375
00000257.png,0,1,1,1,0.4,0.9803921568627451,0.75,0.671875
00000258.png,1,0,1,1,0.7019607843137254,0.3254901960784314,0.53125,0.5
00000259.png,0,0,1,1,0.0392156862745098,0.00392156862745098,0.609375,0.40625
00000260.png,1,1,0,1,0.5803921568627451,0.7294117647058823,0.125,0.671875
00000261.png,0,1,0,1,0.4117647058823529,0.8549019607843137,0.109375,0.703125
00000262.png,1,0,0,1,0.5098039215686274,0.07058823529411765,0.171875,0.625
00000263.png,0,0,0,1,0.3058823529411765,0.34509803921568627,0.171875,0.484375
00000264.png,1,1,1,0,0.8588235294117647,0.9647058823529412,0.5625,0.078125
00000265.png,0,1,1,0,0.33725490196078434,0.5137254901960784,0.625,0.28125
00000266.png,1,0,1,0,0.5803921568627451,0.2196078431372549,0.59375,0.265625
00000267.png,0,0,1,0,0.03529411764705882,0.058823529411764705,0.484375,0.359375
00000268.png,1,1,0,0,0.5098039215686274,0.7725490196078432,0.28125,0.109375
00000269.png,0,1,0,0,0.1568627450980392,0.7764705882352941,0.0,0.171875
00000270.png,1,0,0,0,0.7568627450980392,0.0,0.375,0.21875
00000271.png,0,0,0,0,0.23137254901960785,0.2235294117647059,0.34375,0.15625
00000272.png,1,1,1,1,0.8627450980392157,0.7686274509803922,0.4375,0.484375
00000273.png,0,1,1,1,0.12549019607843137,0.7137254901960784,0.4375,0.4375
00000274.png,1,0,1,1,0.615686274509804,0.25882352941176473,0.40625,0.453125
00000275.png,0,0,1,1,0.043137254901960784,0.41568627450980394,0.671875,0.609375
00000276.png,1,1,0,1,0.9568627450980393,0.8470588235294118,0.234375,0.546875
00000277.png,0,1,0,1,0.1843137254901961,0.9490196078431372,0.28125,0.75
00000278.png,1,0,0,1,0.6470588235294118,0.49019607843137253,0.28125,0.796875
00000279.png,0,0,0,1,0.03529411764705882,0.17647058823529413,0.03125,0.71875
00000280.png,1,1,1,0,0.8274509803921568,0.6549019607843137,0.625,0.21875
00000281.png,0,1,1,0,0.054901960784313725,0.7176470588235294,0.40625,0.078125
00000282.png,1,0,1,0,0.9607843137254902,0.3411764705882353,0.40625,0.21875
00000283.png,0,0,1,0,0.3058823529411765,0.0392156862745098,0.421875,0.21875
00000284.png,1,1,0,0,0.5764705882352941,0.8745098039215686,0.390625,0.0625
00000285.png,0,1,0,0,0.44313725490196076,0.7450980392156863,0.125,0.359375
00000286.png,1,0,0,0,0.7568627450980392,0.11372549019607843,0.046875,0.203125
00000287.png,0,0,0,0,0.03529411764705882,0.23137254901960785,0.234375,0.03125
00000288.png,1,1,1,1,0.5647058823529412,0.9372549019607843,0.671875,0.6875
00000289.png,0,1,1,1,0.4549019607843137,0.6901960784313725,0.546875,0.59375
00000290.png,1,0,1,1,0.7176470588235294,0.20784313725490197,0.703125,0.46875
00000291.png,0,0,1,1,0.2784313725490196,0.25098039215686274,0.640625,0.71875
00000292.png,1,1,0,1,0.9058823529411765,0.8392156862745098,0.09375,0.484375
00000293.png,0,1,0,1,0.047058823529411764,0.5529411764705883,0.125,0.53125
00000294.png,1,0,0,1,0.6823529411764706,0.01568627450980392,0.265625,0.703125
00000295.png,0,0,0,1,0.23529411764705882,0.43529411764705883,0.34375,0.609375
00000296.png,1,1,1,0,0.792156862745098,0.9019607843137255,0.53125,0.28125
00000297.png,0,1,1,0,0.20784313725490197,0.5098039215686274,0.78125,0.375
00000298.png,1,0,1,0,0.8,0.26666666666666666,0.75,0.390625
00000299.png,0,0,1,0,0.3333333333333333,0.4235294117647059,0.53125,0.0625
00000300.png,1,1,0,0,0.8627450980392157,0.6862745098039216,0.390625,0.21875
00000301.png,0,1,0,0,0.4,0.9294117647058824,0.09375,0.015625
00000302.png,1,0,0,0,0.6784313725490196,0.28627450980392155,0.140625,0.046875
00000303.png,0,0,0,0,0.2196078431372549,0.12941176470588237,0.265625,0.0
00000304.png,1,1,1,1,0.6588235294117647,0.5411764705882353,0.46875,0.546875
00000305.png,0,1,1,1,0.3803921568627451,0.5372549019607843,0.734375,0.453125
00000306.png,1,0,1,1,0.5764705882352941,0.3254901960784314,0.734375,0.625
00000307.png,0,0,1,1,0.30980392156862746,0.2980392156862745,0.46875,0.609375
00000308.png,1,1,0,1,0.7725490196078432,0.7254901960784313,0.328125,0.609375
00000309.png,0,1,0,1,0.027450980392156862,0.6196078431372549,0.09375,0.515625
00000310.png,1,0,0,1,0.7294117647058823,0.14901960784313725,0.3125,0.796875
00000311.png,0,0,0,1,0.49411764705882355,0.12156862745098039,0.078125,0.703125
00000312.png,1,1,1,0,0.7137254901960784,0.5254901960784314,0.71875,0.015625
00000313.png,0,1,1,0,0.3215686274509804,0.5058823529411764,0.53125,0.0
00000314.png,1,0,1,0,0.7294117647058823,0.08627450980392157,0.59375,0.15625
00000315.png,0,0,1,0,0.24313725490196078,0.4117647058823529,0.703125,0.328125
00000316.png,1,1,0,0,0.9372549019607843,0.7215686274509804,0.203125,0.3125
00000317.png,0,1,0,0,0.3686274509803922,0.803921568627451,0.34375,0.125
00000318.png,1,0,0,0,0.7568627450980392,0.0,0.390625,0.265625
00000319.png,0,0,0,0,0.29411764705882354,0.09803921568627451,0.296875,0.125
00000320.png,1,1,1,1,0.8509803921568627,0.6039215686274509,0.78125,0.765625
00000321.png,0,1,1,1,0.3176470588235294,0.792156862745098,0.703125,0.765625
00000322.png,1,0,1,1,0.6705882352941176,0.38823529411764707,0.421875,0.75
00000323.png,0,0,1,1,0.49411764705882355,0.1607843137254902,0.625,0.515625
00000324.png,1,1,0,1,0.8392156862745098,0.8156862745098039,0.1875,0.71875
00000325.png,0,1,0,1,0.09019607843137255,0.7333333333333333,0.140625,0.765625
00000326.png,1,0,0,1,0.6705882352941176,0.01568627450980392,0.171875,0.453125
00000327.png,0,0,0,1,0.17254901960784313,0.19215686274509805,0.28125,0.453125
00000328.png,1,1,1,0,0.9098039215686274,0.5176470588235295,0.59375,0.09375
00000329.png,0,1,1,0,0.10196078431372549,0.8784313725490196,0.46875,0.390625
00000330.png,1,0,1,0,0.8745098039215686,0.09803921568627451,0.484375,0.171875
00000331.png,0,0,1,0,0.4980392156862745,0.07058823529411765,0.515625,0.25
00000332.png,1,1,0,0,0.5333333333333333,0.596078431372549,0.171875,0.21875
00000333.png,0,1,0,0,0.43137254901960786,0.7725490196078432,0.015625,0.3125
00000334.png,1,0,0,0,0.611764705882353,0.3803921568627451,0.28125,0.0625
00000335.png,0,0,0,0,0.047058823529411764,0.4980392156862745,0.0,0.046875
